Loci	Mean_rho	Median	L95	U95
18504	1.92101	2.1303	0.00342	4.62724
18505	0	0	0	0
18506	1.92726	2.148	0.00123	4.71081
18507	1.92276	2.1303	0.00139	4.71081
18508	0	0	0	0
18509	0	0	0	0
18510	1.9228	2.1303	0.0022	4.71081
18511	1.88846	2.0798	0.00421	4.71081
18512	1.88833	2.0798	0.00421	4.71081
18513	1.87811	2.07923	0.00419	4.71081
18514	1.86343	2.06434	0.00419	4.71081
18515	1.83877	2.00529	0.00242	4.62724
18516	1.81048	1.99406	0.00242	4.62703
18517	0	0	0	0
18518	1.78761	1.98901	0.00139	4.61829
18519	1.74477	1.95675	0.00125	4.02346
18520	1.70633	1.89742	0.00125	4.01057
18521	1.64333	1.84555	0.00139	4.00898
18522	1.63907	1.84555	0.00139	4.00898
18523	1.63408	1.83824	0.00295	4.00898
18524	1.61197	1.80116	0.00193	3.94275
18525	1.57158	1.74333	0.00145	3.92998
18526	1.55773	1.64748	0.00145	3.92998
18527	1.51755	1.4914	0.00439	3.92998
18528	1.44416	1.36355	0.00439	3.9254
18529	1.39789	1.22572	0.00121	3.89261
18530	1.37571	1.07842	0.00046	3.89261
18531	1.34272	0.87914	0.00046	3.89261
18532	1.31509	0.83704	0.00046	3.89261
18533	1.28885	0.77863	0.00047	3.88001
18534	1.26552	0.67848	0.00012	3.88001
18535	1.16581	0.39771	0.00012	3.88001
18536	1.11063	0.34922	0.00012	3.88001
18537	1.08169	0.31023	0.00156	3.88001
18538	1.0803	0.31014	0.00291	3.88001
18539	1.06083	0.28239	0.00051	3.88001
18540	1.0459	0.2758	0.0014	3.88001
18541	1.01975	0.24837	0.00166	3.85459
18542	1.00826	0.24765	0.00166	3.85459
18543	0.94827	0.23158	0.0019	3.75722
18544	0.94241	0.22577	0.00142	3.75722
18545	0.93399	0.22577	0.00058	3.70995
18546	0.92561	0.21811	0.00312	3.70995
18547	0.88668	0.21547	0.00306	3.70713
18548	0.87294	0.21395	0.00284	3.70713
18549	0.83114	0.21234	0.00306	3.59067
18550	0.81669	0.20977	0.00284	3.59067
18551	0.81655	0.20977	0.00139	3.59067
18552	0.81427	0.20842	0.00139	3.59067
18553	0.81269	0.20809	0.00125	3.59067
18554	0.80906	0.20762	0.00125	3.59067
18555	0.78482	0.2008	0.00125	3.54415
18556	0.75355	0.19207	0.00242	3.27908
18557	0.72356	0.18644	0.00187	3.1631
18558	0.70682	0.17956	0.00187	3.107
18559	0.70231	0.17909	0.00089	3.107
18560	0.70254	0.17843	0.00246	3.107
18561	0.70254	0.17843	0.00246	3.107
18562	0.69086	0.1783	0.00246	3.107
18563	0.64376	0.16327	0.0025	3.10089
18564	0.62545	0.16079	0.0025	3.10089
18565	0.59977	0.16074	0.0025	3.10089
18566	0.53937	0.16052	0.0027	3.03852
18567	0.52627	0.16052	0.00092	3.00592
18568	0	0	0	0
18569	0	0	0	0
18570	0.52642	0.16052	0.00187	3.00592
18571	0.52467	0.15949	0.00197	3.00592
18572	0.51302	0.15938	0.00128	3.00592
18573	0.51422	0.15949	0.00128	3.00592
18574	0.51421	0.15949	0.00128	3.00592
18575	0.51414	0.15949	0.001	3.00592
18576	0.51413	0.15949	0.00088	3.00592
18577	0.51188	0.15949	0.00171	3.00592
18578	0.50906	0.15949	0.00118	3.00592
18579	0.50353	0.15949	0.00139	3.00592
18580	0.49681	0.15949	0.00139	3.00592
18581	0	0	0	0
18582	0.49616	0.15938	0.00139	3.00592
18583	0.49304	0.15643	0.0023	3.00592
18584	0.4867	0.15425	0.00216	3.00592
18585	0.48081	0.15425	0.00216	3.00592
18586	0.4807	0.15425	0.00139	3.00592
18587	0.47376	0.15425	0.00181	2.99613
18588	0.41592	0.14919	0.00353	2.82543
18589	0.40455	0.14562	0.00406	2.82543
18590	0.39194	0.14091	0.00337	2.82543
18591	0.36404	0.13833	0.00175	2.70297
18592	0.3497	0.13833	0.00119	2.70297
18593	0	0	0	0
18594	0.34996	0.13833	0.00082	2.70297
18595	0.34963	0.13674	0.00144	2.70297
18596	0.34949	0.13674	0.00092	2.70297
18597	0.34949	0.13674	0.00092	2.70297
18598	0.34385	0.13674	0.0012	2.70297
18599	0.33773	0.13833	0.0015	2.70297
18600	0.32124	0.13674	0.00128	2.69658
18601	0.30456	0.1358	0.00128	2.34617
18602	0.30271	0.1358	0.00128	2.34617
18603	0.30296	0.1358	0.00128	2.34617
18604	0.30343	0.1358	0.00093	2.34617
18605	0.30343	0.1358	0.00096	2.34617
18606	0.30506	0.13601	0.00049	2.34617
18607	0.30446	0.13601	0.00156	2.34617
18608	0.30457	0.1358	0.00179	2.34617
18609	0.30286	0.1358	0.00179	2.34617
18610	0.30179	0.1358	0.00078	2.34617
18611	0.30139	0.1358	0.00156	2.34617
18612	0.29198	0.1358	0.00179	2.34078
18613	0.29148	0.13569	0.00179	2.34078
18614	0.29142	0.13569	0.00156	2.34078
18615	0.2918	0.13569	0.00179	2.34078
18616	0.29165	0.13448	0.00179	2.34078
18617	0.28152	0.13569	0.00139	1.78225
18618	0.28139	0.13569	0.00147	1.78225
18619	0.26794	0.13426	0.00139	1.53008
18620	0.26707	0.13426	0.00226	1.53008
18621	0.26495	0.13426	0.00139	1.53008
18622	0.24596	0.13303	0.00122	1.41349
18623	0.23116	0.13058	0.00122	1.28451
18624	0.21262	0.12671	0.00259	0.97595
18625	0.20295	0.12117	0.00259	0.95648
18626	0	0	0	0
18627	0.18287	0.11867	0.00127	0.86776
18628	0.1806	0.11772	0.00127	0.86776
18629	0.18069	0.11704	0.00248	0.93263
18630	0.18063	0.11704	0.00248	0.93263
18631	0.18026	0.11772	0.00172	0.93263
18632	0.181	0.11772	0.00152	0.93263
18633	0.1807	0.11704	0.00172	0.93263
18634	0.18	0.11704	0.00172	0.93263
18635	0.17341	0.1169	0.00302	0.7531
18636	0.17256	0.11686	0.00302	0.7531
18637	0.1695	0.11543	0.00139	0.73216
18638	0.16539	0.11322	0.00252	0.67848
18639	0.16349	0.11117	0.00168	0.65246
18640	0.16289	0.11128	0.00168	0.63872
18641	0.1595	0.11046	0.00139	0.63872
18642	0.1603	0.11046	0.00139	0.63872
18643	0.16063	0.11046	0.00291	0.63872
18644	0.16087	0.11046	0.00285	0.63872
18645	0.16013	0.11046	0.00285	0.63872
18646	0.15457	0.11031	0.00218	0.60931
18647	0.15376	0.11031	0.00218	0.5925
18648	0.15365	0.11031	0.00079	0.5925
18649	0.15354	0.11031	0.00131	0.5925
18650	0.15111	0.11031	0.00131	0.57699
18651	0.14872	0.10989	0.00131	0.57175
18652	0.14636	0.10647	0.00131	0.57175
18653	0.13874	0.10449	0.0013	0.4384
18654	0.13713	0.10449	0.00117	0.43809
18655	0.13772	0.10253	0.00117	0.4384
18656	0.13411	0.10146	0.00117	0.43809
18657	0.13435	0.10146	0.00203	0.43809
18658	0.1343	0.10146	0.00139	0.43809
18659	0.13156	0.10095	0.0028	0.41651
18660	0.13071	0.10095	0.00137	0.41651
18661	0.12884	0.10042	0.00138	0.41443
18662	0.12884	0.10042	0.00138	0.41443
18663	0.1288	0.10042	0.00123	0.41443
18664	0.12867	0.10042	0.00126	0.41443
18665	0.12879	0.10042	0.00126	0.41443
18666	0.12882	0.10042	0.00125	0.41443
18667	0.12857	0.10042	0.00125	0.41443
18668	0.12855	0.10042	0.00125	0.41443
18669	0	0	0	0
18670	0.12889	0.10042	0.00049	0.41443
18671	0.12926	0.10042	0.00186	0.41443
18672	0.12906	0.10042	0.00139	0.41443
18673	0.12906	0.10042	0.00139	0.41443
18674	0.12733	0.09967	0.00139	0.41443
18675	0.12566	0.09858	0.00121	0.41388
18676	0.12474	0.09967	0.00121	0.40679
18677	0.12473	0.09967	0.00121	0.40679
18678	0.1245	0.09911	0.00137	0.40679
18679	0.124	0.09911	0.00073	0.40679
18680	0.12303	0.09786	0.00056	0.40679
18681	0.12292	0.09703	0.00159	0.40679
18682	0.12271	0.09689	0.00159	0.40679
18683	0.12247	0.09689	0.00053	0.40679
18684	0	0	0	0
18685	0.12213	0.09576	0.00112	0.40679
18686	0.12214	0.09528	0.0014	0.40679
18687	0.12214	0.09528	0.0014	0.40679
18688	0	0	0	0
18689	0.12209	0.09528	0.0014	0.40679
18690	0.12208	0.09528	0.00092	0.40679
18691	0.12207	0.09528	0.00092	0.40679
18692	0.12287	0.09528	0.00139	0.41388
18693	0	0	0	0
18694	0	0	0	0
18695	0.12338	0.09528	0.00141	0.41388
18696	0.12241	0.09488	0.00308	0.40679
18697	0.12216	0.09486	0.00502	0.40505
18698	0.12131	0.09486	0.00224	0.40505
18699	0.12113	0.09486	0.00111	0.40505
18700	0.12113	0.09486	0.00111	0.40505
18701	0.12113	0.09486	0.00111	0.40505
18702	0.12106	0.09486	0.00316	0.402
18703	0.12092	0.09486	0.00244	0.402
18704	0.12218	0.09486	0.00244	0.40505
18705	0.1216	0.0948	0.00244	0.40505
18706	0.1229	0.09458	0.00167	0.40679
18707	0.12291	0.09458	0.0025	0.40679
18708	0.12241	0.09437	0.0025	0.40679
18709	0.12242	0.09437	0.0025	0.40679
18710	0.12236	0.09437	0.00303	0.40679
18711	0.12236	0.09437	0.00303	0.40679
18712	0	0	0	0
18713	0.1215	0.09437	0.00276	0.40679
18714	0.12123	0.09437	0.00184	0.40679
18715	0.11994	0.09335	0.00109	0.40679
18716	0.11988	0.09335	0.00109	0.40679
18717	0.1204	0.09335	0.00091	0.40679
18718	0.11916	0.09244	0.00091	0.40679
18719	0.11856	0.0902	0.00219	0.40679
18720	0	0	0	0
18721	0	0	0	0
18722	0.11822	0.08919	0.00082	0.40679
18723	0.11762	0.08857	0.00082	0.40679
18724	0.11673	0.08715	0.00105	0.40679
18725	0.11678	0.08715	0.00161	0.40679
18726	0.11703	0.08688	0.00161	0.41388
18727	0.11689	0.08644	0.00161	0.41388
18728	0.11554	0.08622	0.00161	0.40679
18729	0	0	0	0
18730	0	0	0	0
18731	0.11331	0.08481	0.00161	0.40505
18732	0.1138	0.0837	0.00513	0.40505
18733	0	0	0	0
18734	0.11264	0.08333	0.00139	0.40505
18735	0.11263	0.08333	0.00057	0.40505
18736	0.11264	0.08333	0.00057	0.40505
18737	0.11249	0.08333	0.00075	0.40505
18738	0.11277	0.08333	0.00139	0.40505
18739	0.11272	0.08333	0.00139	0.40505
18740	0.11245	0.08333	0.00075	0.40505
18741	0.10928	0.08294	0.00075	0.39455
18742	0.109	0.08263	0.00075	0.39455
18743	0.109	0.08263	0.00075	0.39455
18744	0.10902	0.08263	0.00075	0.39455
18745	0.11098	0.08263	0.00139	0.39455
18746	0.11123	0.08263	0.00142	0.39455
18747	0.11168	0.08263	0.0017	0.39455
18748	0.10958	0.08244	0.00385	0.39406
18749	0.11011	0.08244	0.00376	0.39406
18750	0.11011	0.08244	0.00376	0.39406
18751	0.10786	0.08181	0.00101	0.39406
18752	0.10774	0.08181	0.00052	0.39406
18753	0.10783	0.08181	0.00113	0.39406
18754	0.10783	0.08181	0.00113	0.39406
18755	0.10762	0.08181	0.00113	0.39406
18756	0.10714	0.08166	0.00113	0.39406
18757	0.10644	0.08151	0.00113	0.39406
18758	0.10632	0.08151	0.00113	0.39406
18759	0.10629	0.08151	0.00113	0.39406
18760	0.10593	0.08058	0.00139	0.39406
18761	0.10617	0.08058	0.00249	0.39406
18762	0.10615	0.08058	0.00269	0.39406
18763	0.1064	0.08153	0.00139	0.39406
18764	0.10596	0.08153	0.00083	0.39406
18765	0.10608	0.08151	0.00139	0.39406
18766	0.10604	0.08151	0.00139	0.39406
18767	0.10609	0.08151	0.00139	0.39406
18768	0.10578	0.08151	0.00104	0.39406
18769	0.10658	0.08151	0.00088	0.39455
18770	0.10781	0.08151	0.0017	0.39455
18771	0.107	0.08151	0.00092	0.39455
18772	0.10703	0.08151	0.00092	0.39455
18773	0.10705	0.08151	0.00139	0.39455
18774	0.10721	0.08151	0.00139	0.39455
18775	0.10727	0.08151	0.00139	0.39455
18776	0.10766	0.08151	0.0017	0.39455
18777	0.1066	0.08034	0.0017	0.39455
18778	0.10559	0.08024	0.00131	0.39455
18779	0.10509	0.08	0.0017	0.39455
18780	0.10462	0.08	0.0017	0.39455
18781	0.10427	0.08	0.0017	0.39455
18782	0.10567	0.08	0.00139	0.402
18783	0.10585	0.08	0.00134	0.402
18784	0.10491	0.08	0.00171	0.39455
18785	0.10491	0.08	0.00171	0.39455
18786	0.10528	0.08	0.00308	0.39455
18787	0.10488	0.08	0.00034	0.39455
18788	0.10494	0.08	0.00176	0.39455
18789	0.10981	0.08	0.00116	0.40505
18790	0.1113	0.08	0.00116	0.40679
18791	0.11149	0.08	0.00116	0.40679
18792	0.11181	0.08	0.00143	0.41443
18793	0.11182	0.08	0.00143	0.41443
18794	0.11097	0.08	0.00143	0.40679
18795	0.11104	0.08	0.0027	0.40679
18796	0.11104	0.08	0.0027	0.40679
18797	0.11185	0.08	0.0027	0.40679
18798	0.11143	0.08	0.00132	0.40679
18799	0.11144	0.08	0.00132	0.40679
18800	0.11217	0.08	0.00168	0.40679
18801	0.11219	0.08	0.00185	0.40679
18802	0.11219	0.08	0.00185	0.40679
18803	0.1122	0.08	0.00185	0.40679
18804	0.11231	0.08	0.00175	0.40679
18805	0.10922	0.07873	0.00139	0.39455
18806	0.10919	0.07873	0.00227	0.39455
18807	0.11842	0.07619	0.00186	0.41443
18808	0.11972	0.07619	0.00115	0.42972
18809	0.10587	0.07319	0.00115	0.39455
18810	0.09815	0.07104	0.00184	0.3603
18811	0.09804	0.07104	7e-04	0.3603
18812	0.09785	0.07104	0.00126	0.3603
18813	0.0972	0.07104	0.00126	0.3603
18814	0.08834	0.07034	0.00126	0.32865
18815	0.08748	0.07034	0.00043	0.32829
18816	0.08574	0.07	0.00096	0.32714
18817	0.0858	0.07	0.00145	0.32714
18818	0.08566	0.06964	0.00145	0.32714
18819	0.08561	0.06964	0.00145	0.32714
18820	0.08559	0.06964	0.00063	0.32714
18821	0.08556	0.06964	0.00145	0.32714
18822	0.08549	0.06964	5e-04	0.32714
18823	0.08545	0.06964	0.00062	0.32714
18824	0.08577	0.06964	0.00166	0.32714
18825	0.08547	0.06909	0.00139	0.32714
18826	0.08551	0.06909	0.00139	0.32714
18827	0.08556	0.06909	0.0016	0.32714
18828	0.08553	0.06909	0.00147	0.32714
18829	0.08343	0.06693	0.00147	0.31819
18830	0.08341	0.06693	0.00106	0.31819
18831	0.08341	0.06693	0.00113	0.31819
18832	0.08303	0.06645	0.00102	0.31819
18833	0	0	0	0
18834	0.08293	0.06626	9e-04	0.31819
18835	0.08284	0.06626	5e-04	0.31819
18836	0.08351	0.06626	0.0018	0.31819
18837	0.0846	0.06626	0.0018	0.32714
18838	0	0	0	0
18839	0.08727	0.06693	0.0018	0.32958
18840	0.09127	0.06693	0.00139	0.35526
18841	0.09046	0.06693	0.00034	0.35526
18842	0.09206	0.06693	0.00043	0.3603
18843	0.09388	0.06752	0.00041	0.37837
18844	0.09613	0.06752	0.00263	0.37837
18845	0.09808	0.06909	0.00079	0.39406
18846	0.09821	0.06909	0.00146	0.39406
18847	0.09815	0.06909	0.00146	0.39406
18848	0.11078	0.06909	0.00146	0.41651
18849	0.12071	0.06909	0.00324	0.49938
18850	0.12588	0.06909	0.00139	0.64511
18851	0.12627	0.06964	0.00196	0.64511
18852	0.12628	0.06964	0.00196	0.64511
18853	0.12619	0.06909	0.00196	0.64511
18854	0.13195	0.06909	0.0012	0.65347
18855	0.15907	0.06964	0.00193	1.32342
18856	0.16631	0.06964	0.00193	1.33617
18857	0.16616	0.06964	0.0018	1.33617
18858	0.16615	0.06964	0.0018	1.33617
18859	0.16607	0.06964	0.00107	1.33617
18860	0.16606	0.06964	0.00139	1.33617
18861	0.16606	0.06964	0.0011	1.33617
18862	0.16586	0.06909	0.00151	1.33617
18863	0.16585	0.06909	0.00127	1.33617
18864	0.16583	0.06909	0.00127	1.33617
18865	0.16554	0.06752	0.00132	1.33617
18866	0	0	0	0
18867	0	0	0	0
18868	0	0	0	0
18869	0.16583	0.06752	0.00162	1.33617
18870	0.16579	0.06752	0.00131	1.33617
18871	0.16561	0.06752	0.00066	1.33617
18872	0.16599	0.06752	7e-04	1.33617
18873	0.1663	0.06693	0.00139	1.49868
18874	0.17578	0.06752	0.0016	1.50752
18875	0.21001	0.06909	0.00202	1.84771
18876	0.22922	0.07	0.00202	2.06881
18877	0.2367	0.0709	0.00038	2.06881
18878	0.25323	0.0709	0.00151	2.08746
18879	0.25561	0.0709	0.00089	2.08746
18880	0.26093	0.0709	0.001	2.08746
18881	0.28535	0.07261	0.00208	2.17986
18882	0.30185	0.07319	0.00173	2.19742
18883	0.30657	0.07525	0.00177	2.19742
18884	0.32544	0.07855	0.00224	2.4529
18885	0.37522	0.08	0.00088	2.66501
18886	0.43054	0.08244	0.0019	3.15737
18887	0.43047	0.08244	0.00287	3.15737
18888	0.43176	0.08244	0.00127	3.15737
18889	0.43171	0.08244	0.00143	3.15737
18890	0.43165	0.08244	0.00069	3.15737
18891	0.43167	0.08244	0.00069	3.15737
18892	0.43686	0.08244	0.00069	3.15737
18893	0.43693	0.08244	0.0014	3.15737
18894	0.43875	0.08244	0.0014	3.15737
18895	0.44086	0.08272	0.0014	3.15737
18896	0.46315	0.0837	0.00102	3.15737
18897	0.52246	0.08865	0.00127	3.15737
18898	0.55764	0.0948	0.00127	3.15737
18899	0.58371	0.09528	8e-04	3.15737
18900	0.58457	0.09528	8e-04	3.15737
18901	0.58457	0.09528	8e-04	3.15737
18902	0	0	0	0
18903	0	0	0	0
18904	0.58771	0.09528	0.00161	3.15737
18905	0.58999	0.09689	0.00161	3.15737
18906	0.59636	0.09774	0.00161	3.15737
18907	0.59676	0.09911	0.00181	3.15737
18908	0.60328	0.10014	0.00121	3.15737
18909	0.60691	0.10095	0.00121	3.15737
18910	0.61148	0.10095	7e-04	3.15737
18911	0.61771	0.10098	0.00085	3.15737
18912	0.6319	0.10253	0.00085	3.15737
18913	0.67185	0.11632	7e-04	3.15737
18914	0.68474	0.13601	0.00063	3.15737
18915	0.70164	0.14222	0.00063	3.15737
18916	0.76127	0.18765	0.00168	3.15752
18917	0.84739	0.28351	0.00181	3.86015
18918	0.87931	0.32958	0.00181	3.86015
18919	0.94484	0.41098	0.00181	3.87269
18920	0.95043	0.41651	0.00181	3.87269
18921	0.95027	0.41651	0.00139	3.87269
18922	0.95474	0.48028	0.00181	3.87269
18923	0.95445	0.48028	0.00152	3.87269
18924	0.95987	0.49938	0.00181	3.87269
18925	0.95995	0.49938	0.00311	3.87269
18926	0.96261	0.49938	0.00139	3.87269
18927	0.97003	0.56556	0.00139	3.87269
18928	0.98344	0.57445	0.00139	3.87269
18929	0.99008	0.61056	0.00159	3.87269
18930	0.99336	0.62483	0.00159	3.87269
18931	0.99649	0.63917	0.00236	3.87269
18932	1.01337	0.73454	0.00068	3.87269
18933	1.05032	0.79131	0.00216	3.87269
18934	1.06363	0.82208	0.00139	3.87269
18935	1.07068	0.82208	0.00149	3.88533
18936	1.07753	0.8435	0.00121	3.88533
18937	1.08088	0.8435	0.00374	3.88533
18938	1.09374	0.85755	0.00139	3.88533
18939	1.10716	0.88345	0.00064	3.88533
18940	1.11125	0.88779	0.00101	3.88533
18941	1.16172	0.91713	8e-04	3.88533
18942	1.17853	1.01572	0.00171	3.88533
18943	1.17949	1.01572	0.00171	3.88533
18944	1.18337	1.01686	0.00107	3.88533
18945	1.19001	1.01888	0.00081	3.88533
18946	1.19423	1.02486	0.00054	3.88533
18947	1.19738	1.02714	0.00065	3.88533
18948	1.202	1.04849	0.00139	3.88533
18949	1.20569	1.07489	0.00139	3.88533
18950	0	0	0	0
18951	1.20756	1.07971	0.0022	3.88533
18952	1.22729	1.09011	0.0022	3.88533
18953	1.23835	1.10515	0.00109	3.88533
18954	1.30932	1.14021	0.00093	3.96994
18955	1.32527	1.16118	0.00093	3.96994
18956	1.33241	1.16529	0.00123	3.96994
18957	1.34254	1.19173	0.00123	3.96994
18958	0	0	0	0
18959	0	0	0	0
18960	1.35843	1.23911	0.00123	3.96994
18961	1.36378	1.24865	0.00425	3.96994
18962	0	0	0	0
18963	1.37633	1.26776	0.00425	3.96994
18964	1.38897	1.27052	0.00064	3.96994
18965	1.39655	1.27278	0.00325	3.96994
18966	1.41866	1.27742	0.00216	3.98375
18967	1.4425	1.3025	0.00216	4.07899
18968	0	0	0	0
18969	0	0	0	0
18970	0	0	0	0
18971	0	0	0	0
18972	0	0	0	0
18973	0	0	0	0
18974	1.46768	1.3317	0.00216	4.12129
18975	1.46752	1.3317	0.00167	4.12129
18976	1.47091	1.332	0.00135	4.12129
18977	1.47686	1.3322	0.00135	4.12129
18978	1.49235	1.34134	0.00223	4.12129
18979	1.50077	1.35164	0.00223	4.12129
18980	0	0	0	0
18981	1.50545	1.35328	0.00223	4.12129
18982	1.504	1.35328	0.00272	4.12129
18983	1.50572	1.35966	0.00224	4.12129
18984	1.50572	1.35966	0.00224	4.12129
18985	1.50926	1.37606	0.00272	4.12129
18986	1.51049	1.37606	0.00139	4.12129
18987	1.50884	1.35966	0.00147	4.12129
18988	1.51098	1.37606	0.00137	4.12129
18989	1.49695	1.35328	0.00272	4.12129
18990	1.48174	1.34134	0.00125	4.07899
18991	1.47917	1.34134	0.00139	4.07899
18992	1.47636	1.33617	0.00147	4.07899
18993	1.47653	1.33617	0.00265	4.07899
18994	1.47631	1.33617	0.00153	4.07899
18995	1.4676	1.33534	0.00139	4.07899
18996	1.46759	1.33534	0.00115	4.07899
18997	1.46492	1.33381	0.00115	4.07899
18998	1.45867	1.3322	0.00115	4.07899
18999	1.45196	1.332	0.00276	4.07899
19000	1.45205	1.332	0.00146	4.07899
19001	0	0	0	0
19002	0	0	0	0
19003	1.43681	1.3317	0.00146	3.98375
19004	1.31527	1.22041	0.00132	3.88533
19005	1.135	1.07546	0.00132	3.77629
19006	0	0	0	0
19007	0.85308	0.28376	0.00037	3.44047
19008	0	0	0	0
19009	0.80586	0.08796	0.00145	3.31611
19010	0	0	0	0
19011	0	0	0	0
19012	0.7683	0.06408	0.00145	3.29553
19013	0.75923	0.05597	0.00139	3.29553
19014	0.75128	0.05415	0.00147	3.29553
19015	0.74269	0.05197	0.00172	3.29553
19016	0.72419	0.04994	0.00105	3.29553
19017	0.68114	0.03341	0.00105	3.29553
19018	0.63253	0.03151	0.00106	3.14365
19019	0.60093	0.02945	0.00106	3.01918
19020	0.57808	0.027	0.00161	3.01918
19021	0.51504	0.02542	0.00135	2.97685
19022	0.47241	0.02433	0.00135	2.97361
19023	0.45342	0.0242	0.00135	2.66501
19024	0.42861	0.02415	0.00135	2.46988
19025	0.32516	0.02163	0.00135	2.35129
19026	0.30048	0.02131	0.00135	2.2786
19027	0.24503	0.02104	0.00135	2.05597
19028	0.21048	0.01927	0.00135	2.01925
19029	0.18535	0.01852	0.00133	1.83794
19030	0.15057	0.01852	0.00133	1.59996
19031	0.13887	0.01852	0.00134	1.55107
19032	0.11045	0.01844	0.00107	1.14224
19033	0.08793	0.01819	0.00123	0.8435
19034	0.07955	0.01819	0.00135	0.45243
19035	0.06531	0.018	0.00135	0.39406
19036	0.05746	0.01738	0.00135	0.35526
19037	0.04139	0.01649	0.00128	0.26539
19038	0	0	0	0
19039	0.039	0.01605	0.00072	0.26503
19040	0	0	0	0
19041	0.03895	0.01605	0.00072	0.26503
19042	0	0	0	0
19043	0	0	0	0
19044	0.03899	0.01605	0.00098	0.26503
19045	0	0	0	0
19046	0.03872	0.01605	0.00055	0.26503
19047	0	0	0	0
19048	0	0	0	0
19049	0	0	0	0
19050	0	0	0	0
19051	0	0	0	0
19052	0.03881	0.01605	0.00075	0.26503
19053	0.03897	0.01605	0.00127	0.26503
19054	0.03892	0.01605	0.00135	0.26503
19055	0.03893	0.01605	0.00135	0.26503
19056	0.04007	0.01605	0.00135	0.26503
19057	0.03937	0.01605	0.00135	0.26503
19058	0.03893	0.01605	0.00069	0.26503
19059	0.03878	0.01605	0.00082	0.26503
19060	0.03876	0.01605	0.00088	0.26503
19061	0.03998	0.01663	0.00088	0.26539
19062	0.04074	0.01663	0.00088	0.26539
19063	0.04313	0.01663	0.00135	0.28351
19064	0.0558	0.01728	0.00135	0.39141
19065	0.06229	0.01732	0.00135	0.39963
19066	0.09112	0.0184	0.00135	0.61725
19067	0.11088	0.01852	0.00135	0.81215
19068	0.12614	0.02082	0.00117	0.91127
19069	0.12854	0.02131	0.00135	0.91127
19070	0.12852	0.02131	0.00078	0.91127
19071	0.12855	0.02131	0.00097	0.91127
19072	0.12861	0.02131	0.00111	0.91127
19073	0.12861	0.02131	0.00111	0.91127
19074	0.12885	0.02131	0.00111	0.91127
19075	0.13103	0.02131	0.00111	0.94294
19076	0.13891	0.02131	0.00135	1.08496
19077	0.1407	0.02402	0.00135	1.08496
19078	0.14203	0.02131	0.00135	1.13522
19079	0.14188	0.02131	0.00135	1.13522
19080	0.14163	0.02163	0.00135	1.13522
19081	0.14162	0.02163	8e-04	1.13522
19082	0.14157	0.02131	0.00135	1.13522
19083	0.14143	0.02131	0.00135	1.13522
19084	0.14105	0.02131	0.00097	1.13522
19085	0.14105	0.02131	0.00097	1.13522
19086	0.14099	0.02131	0.00081	1.13522
19087	0.1412	0.02131	0.00114	1.13522
19088	0.14176	0.02131	0.00114	1.13522
19089	0.14229	0.02163	0.00114	1.13522
19090	0.14969	0.02231	0.00114	1.37727
19091	0.17016	0.02438	0.00114	1.51117
19092	0.19296	0.02558	0.00071	1.51117
19093	0.23815	0.03151	0.00114	1.55409
19094	0.28186	0.03639	0.00114	1.57244
19095	0.29427	0.04029	0.00136	1.61176
19096	0.30571	0.04119	0.00111	1.6928
19097	0.31807	0.04665	0.00087	1.6928
19098	0.36659	0.07661	0.00087	1.80064
19099	0.41944	0.10205	0.00091	1.99308
19100	0.46097	0.21019	0.00136	1.99308
19101	0.48272	0.25869	0.00136	1.99308
19102	0.48119	0.25869	0.00136	1.99308
19103	0.4884	0.26688	0.00111	1.99308
19104	0.49826	0.29537	0.00109	1.99308
19105	0.51575	0.31011	0.00118	1.99308
19106	0.51304	0.32816	0.00092	1.96463
19107	0.51368	0.32829	0.00139	1.96463
19108	0.52182	0.3424	0.00139	1.96463
19109	0	0	0	0
19110	0	0	0	0
19111	0.52869	0.35526	0.0012	1.96463
19112	0	0	0	0
19113	0	0	0	0
19114	0.52961	0.36949	0.00139	1.80581
19115	0	0	0	0
19116	0	0	0	0
19117	0.51574	0.36949	0.00122	1.77525
19118	0.52198	0.3712	0.00122	1.80064
19119	0	0	0	0
19120	0.52547	0.37837	0.00122	1.80581
19121	0.5255	0.37837	0.00158	1.80581
19122	0.52653	0.37837	0.00158	1.80581
19123	0.52142	0.36949	0.00158	1.80581
19124	0.52219	0.36949	0.00158	1.80581
19125	0.52557	0.36949	0.00104	1.80581
19126	0.52318	0.36609	0.00104	1.80581
19127	0	0	0	0
19128	0	0	0	0
19129	0.51995	0.3609	0.00104	1.80581
19130	0	0	0	0
19131	0	0	0	0
19132	0	0	0	0
19133	0	0	0	0
19134	0	0	0	0
19135	0	0	0	0
19136	0.49662	0.3424	0.00172	1.69124
19137	0.49376	0.34158	0.00172	1.69124
19138	0.49635	0.35507	0.00139	1.69124
19139	0.49641	0.35507	0.00175	1.69124
19140	0.49642	0.35507	0.00173	1.69124
19141	0.49649	0.35507	0.00139	1.69124
19142	0.49634	0.3424	0.0016	1.69124
19143	0.49154	0.34158	0.00139	1.68948
19144	0.48199	0.33719	0.00064	1.68506
19145	0.48976	0.35526	0.00155	1.68506
19146	0.49128	0.3603	0.00155	1.68506
19147	0.49072	0.35526	0.00139	1.68506
19148	0.49085	0.35526	0.00247	1.68506
19149	0.49033	0.35526	0.00084	1.68506
